A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
DNMT3A	NPM1	104	20	20	38	>3	<0.001	<0.001	Co-occurrence
TP53	chr17loss	169	9	0	4	>3	<0.001	0.020	Co-occurrence
NPM1	FLT3	89	23	35	35	1.952	<0.001	0.050	Co-occurrence
chr5qdel	chr17loss	175	3	1	3	>3	<0.001	0.050	Co-occurrence
TP53	chr5qdel	167	9	2	4	>3	<0.001	0.111	Co-occurrence
TP53	chr5loss	169	10	0	3	>3	<0.001	0.120	Co-occurrence
KIT	inv(16)	166	7	5	4	>3	<0.001	0.284	Co-occurrence
FLT3	TP53	99	70	13	0	<-3	0.002	0.607	Mutual exclusivity
IDH2	SRSF2	145	23	7	7	2.656	0.003	0.669	Co-occurrence
chr22gain	chr21gain	175	1	4	2	>3	0.003	0.669	Co-occurrence
EZH2	chr17loss	175	3	2	2	>3	0.004	0.781	Co-occurrence
IDH1	PHF6	168	7	4	3	>3	0.004	0.781	Co-occurrence
TP53	chr21gain	166	10	3	3	>3	0.005	0.805	Co-occurrence
chr5qdel	chr7qdel	174	4	2	2	>3	0.005	0.805	Co-occurrence
BIRC3	MYD88	181	0	0	1	>3	0.005	0.805	Co-occurrence
NOTCH2	U2AF2	181	0	0	1	>3	0.005	0.805	Co-occurrence
DNMT3A	SRSF2	110	58	14	0	<-3	0.006	0.805	Mutual exclusivity
TET2	CBL	144	35	0	3	>3	0.009	1.000	Co-occurrence
EZH2	SMC1A	173	3	4	2	>3	0.009	1.000	Co-occurrence
NPM1	TP53	111	58	13	0	<-3	0.010	1.000	Mutual exclusivity
CDH2	CSF3R	180	0	1	1	>3	0.011	1.000	Co-occurrence
CDKN2A	PRPF40B	180	1	0	1	>3	0.011	1.000	Co-occurrence
NPM1	PTPN11	122	52	2	6	2.815	0.014	1.000	Co-occurrence
TP53	chr22gain	168	11	1	2	>3	0.014	1.000	Co-occurrence
DNMT3A	FLT3	84	28	40	30	1.170	0.014	1.000	Co-occurrence
HNRNPK	BRINP3	179	2	0	1	>3	0.016	1.000	Co-occurrence
ASXL1	SRSF2	150	18	9	5	2.211	0.019	1.000	Co-occurrence
ASXL1	STAG2	153	19	6	4	2.424	0.025	1.000	Co-occurrence
TP53	chr7qdel	167	11	2	2	>3	0.026	1.000	Co-occurrence
ZRSR2	POT1	177	4	0	1	>3	0.027	1.000	Co-occurrence
chr8gain	chr22gain	162	17	1	2	>3	0.029	1.000	Co-occurrence
chr8gain	chr13gain	162	17	1	2	>3	0.029	1.000	Co-occurrence
inv(16)	chr21gain	169	7	4	2	>3	0.030	1.000	Co-occurrence
NPM1	TET2	104	40	20	18	1.227	0.030	1.000	Co-occurrence
TET2	chr8gain	133	30	11	8	1.689	0.032	1.000	Co-occurrence
BRAF	SETBP1	178	2	1	1	>3	0.033	1.000	Co-occurrence
chr22gain	chr11qdel	178	2	1	1	>3	0.033	1.000	Co-occurrence
chr11qdel	chr13gain	178	1	2	1	>3	0.033	1.000	Co-occurrence
CDH2	t(8;21)	176	0	5	1	>3	0.033	1.000	Co-occurrence
POT1	chr21gain	176	0	5	1	>3	0.033	1.000	Co-occurrence
BCOR	PRPF40B	175	6	0	1	>3	0.038	1.000	Co-occurrence
PHF6	FBXW7	175	6	0	1	>3	0.038	1.000	Co-occurrence
BCOR	SF1	175	6	0	1	>3	0.038	1.000	Co-occurrence
NRAS	t(11;19)	159	20	1	2	>3	0.039	1.000	Co-occurrence
TP53	EZH2	166	11	3	2	>3	0.042	1.000	Co-occurrence
KIT	t(8;21)	167	9	4	2	>3	0.044	1.000	Co-occurrence
chr22gain	chr5loss	177	2	2	1	>3	0.049	1.000	Co-occurrence
chr22gain	chr13gain	177	2	2	1	>3	0.049	1.000	Co-occurrence
SF1	inv(16)	173	0	8	1	>3	0.049	1.000	Co-occurrence
FLT3	KIT	102	69	10	1	-2.758	0.053	1.000	Mutual exclusivity
CSF3R	MYC	176	1	4	1	>3	0.054	1.000	Co-occurrence
IDH1	FBXW7	172	9	0	1	>3	0.055	1.000	Co-occurrence
BCORL1	BCOR	166	9	5	2	2.883	0.059	1.000	Co-occurrence
DNMT3A	inv(16)	115	58	9	0	<-3	0.059	1.000	Mutual exclusivity
NPM1	inv(16)	115	58	9	0	<-3	0.059	1.000	Mutual exclusivity
CDH2	KIT	171	0	10	1	>3	0.060	1.000	Co-occurrence
KIT	SF1	171	10	0	1	>3	0.060	1.000	Co-occurrence
KIT	t(16;16)	171	10	0	1	>3	0.060	1.000	Co-occurrence
FLT3	WT1	108	62	4	8	1.801	0.062	1.000	Co-occurrence
NPM1	RUNX1	112	57	12	1	-2.610	0.065	1.000	Mutual exclusivity
CBL	SF3B1	176	2	3	1	>3	0.065	1.000	Co-occurrence
U2AF1	chr7loss	176	2	3	1	>3	0.065	1.000	Co-occurrence
chr5loss	chr7loss	176	2	3	1	>3	0.065	1.000	Co-occurrence
U2AF1	chr7qdel	176	2	3	1	>3	0.065	1.000	Co-occurrence
HNRNPK	chr7qdel	176	2	3	1	>3	0.065	1.000	Co-occurrence
chr17loss	chr5loss	176	3	2	1	>3	0.065	1.000	Co-occurrence
CSF3R	t(8;21)	175	1	5	1	>3	0.065	1.000	Co-occurrence
PTEN	t(8;21)	175	1	5	1	>3	0.065	1.000	Co-occurrence
chr11qdel	chr21gain	175	1	5	1	>3	0.065	1.000	Co-occurrence
SRSF2	RUNX1	158	11	10	3	2.107	0.066	1.000	Co-occurrence
WT1	GATA2	170	11	0	1	>3	0.066	1.000	Co-occurrence
SRSF2	SMC1A	164	12	4	2	2.773	0.069	1.000	Co-occurrence
ATM	WT1	165	5	10	2	2.722	0.070	1.000	Co-occurrence
IDH2	HNRNPK	151	28	1	2	>3	0.071	1.000	Co-occurrence
RUNX1	BIRC3	169	12	0	1	>3	0.071	1.000	Co-occurrence
RUNX1	MYD88	169	12	0	1	>3	0.071	1.000	Co-occurrence
TET2	TP53	131	38	13	0	<-3	0.073	1.000	Mutual exclusivity
TET2	WT1	132	38	12	0	<-3	0.074	1.000	Mutual exclusivity
ATM	CDKN2A	174	6	1	1	>3	0.076	1.000	Co-occurrence
BCOR	CDKN2A	174	6	1	1	>3	0.076	1.000	Co-occurrence
ATM	t(15;17)	174	6	1	1	>3	0.076	1.000	Co-occurrence
DNMT3A	IDH1	120	52	4	6	1.791	0.076	1.000	Co-occurrence
SRSF2	BIRC3	168	13	0	1	>3	0.077	1.000	Co-occurrence
SRSF2	MYD88	168	13	0	1	>3	0.077	1.000	Co-occurrence
SRSF2	IL7R	168	13	0	1	>3	0.077	1.000	Co-occurrence
ASXL1	NOTCH1	157	21	2	2	2.902	0.078	1.000	Co-occurrence
NRAS	inv(16)	154	19	6	3	2.019	0.080	1.000	Co-occurrence
MYCN	ZRSR2	175	2	4	1	>3	0.081	1.000	Co-occurrence
HNRNPK	JAK2	175	2	4	1	>3	0.081	1.000	Co-occurrence
EZH2	chr5loss	175	4	2	1	>3	0.081	1.000	Co-occurrence
RUNX1	PHF6	164	11	5	2	2.576	0.081	1.000	Co-occurrence
FLT3	SMC1A	106	70	6	0	<-3	0.084	1.000	Mutual exclusivity
ZRSR2	chr8gain	160	3	17	2	2.650	0.085	1.000	Co-occurrence
SF3B1	NOTCH1	175	3	3	1	>3	0.086	1.000	Co-occurrence
chr17loss	chr7qdel	175	3	3	1	>3	0.086	1.000	Co-occurrence
FLT3	IDH1	103	69	9	1	-2.592	0.091	1.000	Mutual exclusivity
SRSF2	BCOR	163	12	5	2	2.442	0.093	1.000	Co-occurrence
TET2	FLT3	84	28	60	10	-1.000	0.094	1.000	Mutual exclusivity
HNRNPK	chr5qdel	174	2	5	1	>3	0.096	1.000	Co-occurrence
chr5qdel	chr5loss	174	5	2	1	>3	0.096	1.000	Co-occurrence
chr5loss	chr21gain	174	2	5	1	>3	0.096	1.000	Co-occurrence
chr13gain	chr21gain	174	2	5	1	>3	0.096	1.000	Co-occurrence
MAP2K1	inv(16)	172	1	8	1	>3	0.097	1.000	Co-occurrence
NPM1	ATM	117	58	7	0	<-3	0.099	1.000	Mutual exclusivity
NPM1	PHF6	117	58	7	0	<-3	0.099	1.000	Mutual exclusivity
NPM1	SETBP1	124	56	0	2	>3	0.100	1.000	Co-occurrence
PRPF40B	chr8gain	163	0	18	1	>3	0.104	1.000	Co-occurrence
POT1	chr8gain	163	0	18	1	>3	0.104	1.000	Co-occurrence
FBXW7	chr8gain	163	0	18	1	>3	0.104	1.000	Co-occurrence
TBL1XR1	chr8gain	163	0	18	1	>3	0.104	1.000	Co-occurrence
NRAS	KRAS	153	19	7	3	1.787	0.105	1.000	Co-occurrence
CSF1R	RAD21	174	3	4	1	>3	0.106	1.000	Co-occurrence
ETV6	NOTCH1	174	4	3	1	>3	0.106	1.000	Co-occurrence
NOTCH1	ZRSR2	174	3	4	1	>3	0.106	1.000	Co-occurrence
NOTCH1	JAK2	174	3	4	1	>3	0.106	1.000	Co-occurrence
JAK2	chr7qdel	174	4	3	1	>3	0.106	1.000	Co-occurrence
TET2	SMC1A	141	35	3	3	2.010	0.106	1.000	Co-occurrence
NPM1	WT1	113	57	11	1	-2.472	0.107	1.000	Mutual exclusivity
STAG2	SETBP1	171	9	1	1	>3	0.107	1.000	Co-occurrence
SETBP1	KRAS	171	1	9	1	>3	0.107	1.000	Co-occurrence
KRAS	PTEN	171	9	1	1	>3	0.107	1.000	Co-occurrence
FLT3	ASXL1	94	65	18	5	-1.316	0.108	1.000	Mutual exclusivity
TET2	BRAF	143	36	1	2	2.990	0.111	1.000	Co-occurrence
TET2	U2AF1	143	36	1	2	2.990	0.111	1.000	Co-occurrence
NRAS	ETV6	157	20	3	2	2.388	0.111	1.000	Co-occurrence
ATM	MYCN	173	6	2	1	>3	0.112	1.000	Co-occurrence
U2AF1	BCOR	173	2	6	1	>3	0.112	1.000	Co-occurrence
BCOR	t(11;19)	173	6	2	1	>3	0.112	1.000	Co-occurrence
STAG2	BCORL1	163	8	9	2	2.179	0.115	1.000	Co-occurrence
BCORL1	SETBP1	170	10	1	1	>3	0.118	1.000	Co-occurrence
KIT	PTEN	170	10	1	1	>3	0.118	1.000	Co-occurrence
BCORL1	PTEN	170	10	1	1	>3	0.118	1.000	Co-occurrence
BCORL1	chr11qdel	170	10	1	1	>3	0.118	1.000	Co-occurrence
CSF3R	KIT	170	1	10	1	>3	0.118	1.000	Co-occurrence
chr8gain	chr21gain	159	17	4	2	2.225	0.120	1.000	Co-occurrence
ASXL1	RAD21	156	21	3	2	2.308	0.121	1.000	Co-occurrence
ASXL1	ZRSR2	156	21	3	2	2.308	0.121	1.000	Co-occurrence
NRAS	NOTCH2	160	21	0	1	>3	0.121	1.000	Co-occurrence
NRAS	U2AF2	160	21	0	1	>3	0.121	1.000	Co-occurrence
NRAS	RIT1	160	21	0	1	>3	0.121	1.000	Co-occurrence
NRAS	BRINP3	160	21	0	1	>3	0.121	1.000	Co-occurrence
ASXL1	BIRC3	159	22	0	1	>3	0.126	1.000	Co-occurrence
ASXL1	MYD88	159	22	0	1	>3	0.126	1.000	Co-occurrence
ASXL1	TBL1XR1	159	22	0	1	>3	0.126	1.000	Co-occurrence
SF3B1	chr5qdel	173	3	5	1	>3	0.126	1.000	Co-occurrence
IDH2	NOTCH1	150	28	2	2	2.421	0.127	1.000	Co-occurrence
IDH2	chr7qdel	150	28	2	2	2.421	0.127	1.000	Co-occurrence
CSF3R	WT1	169	1	11	1	>3	0.128	1.000	Co-occurrence
WT1	MAP2K1	169	11	1	1	>3	0.128	1.000	Co-occurrence
NRAS	BCORL1	152	19	8	3	1.585	0.133	1.000	Co-occurrence
FLT3	chr8gain	97	66	15	4	-1.351	0.135	1.000	Mutual exclusivity
MAP2K1	RUNX1	168	1	12	1	>3	0.138	1.000	Co-occurrence
TP53	chr11qdel	168	12	1	1	>3	0.138	1.000	Co-occurrence
TET2	IDH2	117	35	27	3	-1.429	0.142	1.000	Mutual exclusivity
NF1	BRAF	171	8	2	1	>3	0.142	1.000	Co-occurrence
NF1	chr22gain	171	8	2	1	>3	0.142	1.000	Co-occurrence
chr22gain	inv(16)	171	2	8	1	>3	0.142	1.000	Co-occurrence
NF1	chr5loss	171	8	2	1	>3	0.142	1.000	Co-occurrence
CSF1R	BCOR	172	3	6	1	>3	0.146	1.000	Co-occurrence
ATM	chr7loss	172	6	3	1	>3	0.146	1.000	Co-occurrence
SRSF2	chr11qdel	167	13	1	1	>3	0.148	1.000	Co-occurrence
IDH1	RUNX1	161	8	11	2	1.871	0.153	1.000	Co-occurrence
FLT3	PTPN11	105	69	7	1	-2.202	0.155	1.000	Mutual exclusivity
ETV6	SMC1A	172	4	5	1	>3	0.156	1.000	Co-occurrence
RAD21	SMC1A	172	4	5	1	>3	0.156	1.000	Co-occurrence
JAK2	SMC1A	172	4	5	1	>3	0.156	1.000	Co-occurrence
RAD21	t(8;21)	172	4	5	1	>3	0.156	1.000	Co-occurrence
JAK2	t(8;21)	172	4	5	1	>3	0.156	1.000	Co-occurrence
EZH2	chr5qdel	172	4	5	1	>3	0.156	1.000	Co-occurrence
JAK2	chr5qdel	172	4	5	1	>3	0.156	1.000	Co-occurrence
ETV6	chr21gain	172	4	5	1	>3	0.156	1.000	Co-occurrence
EZH2	chr21gain	172	4	5	1	>3	0.156	1.000	Co-occurrence
ZRSR2	chr21gain	172	4	5	1	>3	0.156	1.000	Co-occurrence
FLT3	inv(16)	104	69	8	1	-2.408	0.156	1.000	Mutual exclusivity
IDH1	CBL	170	9	2	1	>3	0.157	1.000	Co-occurrence
CBL	STAG2	170	2	9	1	>3	0.157	1.000	Co-occurrence
STAG2	t(11;19)	170	9	2	1	>3	0.157	1.000	Co-occurrence
KRAS	t(11;19)	170	9	2	1	>3	0.157	1.000	Co-occurrence
IDH1	chr5loss	170	9	2	1	>3	0.157	1.000	Co-occurrence
BCOR	chr8gain	158	5	17	2	1.894	0.158	1.000	Co-occurrence
NRAS	WT1	151	19	9	3	1.406	0.163	1.000	Co-occurrence
IDH2	BIRC3	152	29	0	1	>3	0.165	1.000	Co-occurrence
IDH2	MYD88	152	29	0	1	>3	0.165	1.000	Co-occurrence
PTPN11	chr7loss	171	7	3	1	>3	0.166	1.000	Co-occurrence
SF3B1	PTPN11	171	3	7	1	>3	0.166	1.000	Co-occurrence
BRAF	BCORL1	169	2	10	1	>3	0.171	1.000	Co-occurrence
BCORL1	U2AF1	169	10	2	1	>3	0.171	1.000	Co-occurrence
DNMT3A	STAG2	115	57	9	1	-2.157	0.173	1.000	Mutual exclusivity
STAG2	SRSF2	160	8	12	2	1.737	0.173	1.000	Co-occurrence
TET2	SRSF2	135	33	9	5	1.184	0.174	1.000	Co-occurrence
TET2	NRAS	124	36	20	2	-1.538	0.174	1.000	Mutual exclusivity
DNMT3A	BCORL1	114	57	10	1	-2.322	0.178	1.000	Mutual exclusivity
NPM1	BCORL1	114	57	10	1	-2.322	0.178	1.000	Mutual exclusivity
NPM1	SMC1A	118	58	6	0	<-3	0.179	1.000	Mutual exclusivity
NPM1	t(8;21)	118	58	6	0	<-3	0.179	1.000	Mutual exclusivity
NPM1	chr5qdel	118	58	6	0	<-3	0.179	1.000	Mutual exclusivity
DNMT3A	chr21gain	118	58	6	0	<-3	0.179	1.000	Mutual exclusivity
NPM1	chr21gain	118	58	6	0	<-3	0.179	1.000	Mutual exclusivity
NPM1	MYC	119	58	5	0	<-3	0.179	1.000	Mutual exclusivity
NPM1	EZH2	119	58	5	0	<-3	0.179	1.000	Mutual exclusivity
DNMT3A	ZRSR2	119	58	5	0	<-3	0.179	1.000	Mutual exclusivity
NPM1	ZRSR2	119	58	5	0	<-3	0.179	1.000	Mutual exclusivity
DNMT3A	JAK2	119	58	5	0	<-3	0.179	1.000	Mutual exclusivity
NPM1	JAK2	119	58	5	0	<-3	0.179	1.000	Mutual exclusivity
EZH2	PHF6	171	4	6	1	2.833	0.180	1.000	Co-occurrence
PHF6	JAK2	171	6	4	1	2.833	0.180	1.000	Co-occurrence
ASXL1	WT1	150	20	9	3	1.322	0.181	1.000	Co-occurrence
SMC1A	t(8;21)	171	5	5	1	2.774	0.185	1.000	Co-occurrence
SMC1A	chr21gain	171	5	5	1	2.774	0.185	1.000	Co-occurrence
NF1	SF3B1	170	8	3	1	2.824	0.185	1.000	Co-occurrence
NF1	CSF1R	170	8	3	1	2.824	0.185	1.000	Co-occurrence
NF1	NOTCH1	170	8	3	1	2.824	0.185	1.000	Co-occurrence
NF1	chr7loss	170	8	3	1	2.824	0.185	1.000	Co-occurrence
CSF1R	inv(16)	170	3	8	1	2.824	0.185	1.000	Co-occurrence
MYCN	WT1	168	2	11	1	2.933	0.186	1.000	Co-occurrence
IDH2	ETV6	149	28	3	2	1.827	0.191	1.000	Co-occurrence
IDH2	JAK2	149	28	3	2	1.827	0.191	1.000	Co-occurrence
chr8gain	t(15;17)	162	18	1	1	>3	0.198	1.000	Co-occurrence
chr8gain	chr11qdel	162	18	1	1	>3	0.198	1.000	Co-occurrence
MAP2K1	chr8gain	162	1	18	1	>3	0.198	1.000	Co-occurrence
CDKN2A	chr8gain	162	1	18	1	>3	0.198	1.000	Co-occurrence
TP53	HNRNPK	167	12	2	1	2.799	0.200	1.000	Co-occurrence
TP53	chr13gain	167	12	2	1	2.799	0.200	1.000	Co-occurrence
NRAS	ATM	155	20	5	2	1.632	0.201	1.000	Co-occurrence
SRSF2	BCORL1	159	12	9	2	1.558	0.203	1.000	Co-occurrence
RAD21	PTPN11	170	4	7	1	2.602	0.203	1.000	Co-occurrence
IDH1	SF3B1	169	9	3	1	2.646	0.204	1.000	Co-occurrence
KRAS	NOTCH1	169	9	3	1	2.646	0.204	1.000	Co-occurrence
IDH1	chr17loss	169	9	3	1	2.646	0.204	1.000	Co-occurrence
TET2	POT1	144	37	0	1	>3	0.209	1.000	Co-occurrence
TET2	IL7R	144	37	0	1	>3	0.209	1.000	Co-occurrence
TET2	TBL1XR1	144	37	0	1	>3	0.209	1.000	Co-occurrence
PHF6	SMC1A	170	6	5	1	2.503	0.212	1.000	Co-occurrence
ATM	t(8;21)	170	6	5	1	2.503	0.212	1.000	Co-occurrence
SRSF2	chr22gain	166	13	2	1	2.675	0.215	1.000	Co-occurrence
SRSF2	chr13gain	166	13	2	1	2.675	0.215	1.000	Co-occurrence
ASXL1	RUNX1	149	20	10	3	1.160	0.216	1.000	Co-occurrence
TET2	KRAS	138	34	6	4	1.436	0.221	1.000	Co-occurrence
IDH2	WT1	140	30	12	0	<-3	0.221	1.000	Mutual exclusivity
BCORL1	CSF1R	168	10	3	1	2.485	0.222	1.000	Co-occurrence
KIT	chr17loss	168	10	3	1	2.485	0.222	1.000	Co-occurrence
NF1	EZH2	169	8	4	1	2.401	0.226	1.000	Co-occurrence
ETV6	NF1	169	4	8	1	2.401	0.226	1.000	Co-occurrence
MYC	inv(16)	169	4	8	1	2.401	0.226	1.000	Co-occurrence
EZH2	inv(16)	169	4	8	1	2.401	0.226	1.000	Co-occurrence
RAD21	inv(16)	169	4	8	1	2.401	0.226	1.000	Co-occurrence
NRAS	MAP2K1	159	21	1	1	2.921	0.228	1.000	Co-occurrence
NRAS	PTEN	159	21	1	1	2.921	0.228	1.000	Co-occurrence
NRAS	t(15;17)	159	21	1	1	2.921	0.228	1.000	Co-occurrence
NRAS	chr11qdel	159	21	1	1	2.921	0.228	1.000	Co-occurrence
DNMT3A	TP53	113	56	11	2	-1.447	0.231	1.000	Mutual exclusivity
DNMT3A	RUNX1	113	56	11	2	-1.447	0.231	1.000	Mutual exclusivity
IDH2	RUNX1	143	26	9	4	1.290	0.234	1.000	Co-occurrence
ASXL1	SETBP1	158	22	1	1	2.844	0.237	1.000	Co-occurrence
NPM1	CBL	123	56	1	2	2.135	0.239	1.000	Co-occurrence
NPM1	BRAF	123	56	1	2	2.135	0.239	1.000	Co-occurrence
DNMT3A	U2AF1	123	56	1	2	2.135	0.239	1.000	Co-occurrence
NPM1	HNRNPK	123	56	1	2	2.135	0.239	1.000	Co-occurrence
chr8gain	inv(16)	156	17	7	2	1.391	0.239	1.000	Co-occurrence
PTPN11	chr5qdel	169	7	5	1	2.272	0.239	1.000	Co-occurrence
IDH1	MYC	168	9	4	1	2.222	0.249	1.000	Co-occurrence
IDH1	EZH2	168	9	4	1	2.222	0.249	1.000	Co-occurrence
ETV6	KRAS	168	4	9	1	2.222	0.249	1.000	Co-occurrence
STAG2	ZRSR2	168	9	4	1	2.222	0.249	1.000	Co-occurrence
IDH1	JAK2	168	9	4	1	2.222	0.249	1.000	Co-occurrence
STAG2	JAK2	168	9	4	1	2.222	0.249	1.000	Co-occurrence
FLT3	ATM	106	69	6	1	-1.966	0.252	1.000	Mutual exclusivity
FLT3	PHF6	106	69	6	1	-1.966	0.252	1.000	Mutual exclusivity
FLT3	SRSF2	101	67	11	3	-1.282	0.254	1.000	Mutual exclusivity
TP53	chr7loss	166	12	3	1	2.205	0.258	1.000	Co-occurrence
NF1	SMC1A	168	8	5	1	2.070	0.266	1.000	Co-occurrence
KIT	MYC	167	10	4	1	2.062	0.270	1.000	Co-occurrence
MYC	BCORL1	167	4	10	1	2.062	0.270	1.000	Co-occurrence
BCORL1	JAK2	167	10	4	1	2.062	0.270	1.000	Co-occurrence
ATM	PTPN11	168	6	7	1	2.000	0.274	1.000	Co-occurrence
PTPN11	BCOR	168	7	6	1	2.000	0.274	1.000	Co-occurrence
SRSF2	CSF1R	165	13	3	1	2.081	0.276	1.000	Co-occurrence
SRSF2	NOTCH1	165	13	3	1	2.081	0.276	1.000	Co-occurrence
TET2	ZRSR2	141	36	3	2	1.385	0.280	1.000	Co-occurrence
KRAS	chr8gain	155	8	17	2	1.189	0.280	1.000	Co-occurrence
CBL	chr8gain	161	2	18	1	2.161	0.283	1.000	Co-occurrence
BRAF	chr8gain	161	2	18	1	2.161	0.283	1.000	Co-occurrence
FLT3	BRAF	109	70	3	0	<-3	0.286	1.000	Mutual exclusivity
FLT3	U2AF1	109	70	3	0	<-3	0.286	1.000	Mutual exclusivity
FLT3	chr22gain	109	70	3	0	<-3	0.286	1.000	Mutual exclusivity
FLT3	chr5loss	109	70	3	0	<-3	0.286	1.000	Mutual exclusivity
STAG2	t(8;21)	167	9	5	1	1.892	0.291	1.000	Co-occurrence
KRAS	t(8;21)	167	9	5	1	1.892	0.291	1.000	Co-occurrence
IDH1	chr5qdel	167	9	5	1	1.892	0.291	1.000	Co-occurrence
MYC	WT1	166	4	11	1	1.916	0.292	1.000	Co-occurrence
FLT3	NOTCH1	108	70	4	0	<-3	0.300	1.000	Mutual exclusivity
FLT3	chr17loss	108	70	4	0	<-3	0.300	1.000	Mutual exclusivity
FLT3	chr7loss	108	70	4	0	<-3	0.300	1.000	Mutual exclusivity
FLT3	chr7qdel	108	70	4	0	<-3	0.300	1.000	Mutual exclusivity
PHF6	inv(16)	167	6	8	1	1.799	0.303	1.000	Co-occurrence
BCOR	inv(16)	167	6	8	1	1.799	0.303	1.000	Co-occurrence
DNMT3A	SF3B1	120	58	4	0	<-3	0.308	1.000	Mutual exclusivity
NPM1	NOTCH1	120	58	4	0	<-3	0.308	1.000	Mutual exclusivity
NPM1	chr17loss	120	58	4	0	<-3	0.308	1.000	Mutual exclusivity
DNMT3A	chr7loss	120	58	4	0	<-3	0.308	1.000	Mutual exclusivity
NPM1	chr7loss	120	58	4	0	<-3	0.308	1.000	Mutual exclusivity
NPM1	chr7qdel	120	58	4	0	<-3	0.308	1.000	Mutual exclusivity
ETV6	RUNX1	165	4	12	1	1.781	0.313	1.000	Co-occurrence
TP53	ZRSR2	165	12	4	1	1.781	0.313	1.000	Co-occurrence
TP53	JAK2	165	12	4	1	1.781	0.313	1.000	Co-occurrence
RUNX1	JAK2	165	12	4	1	1.781	0.313	1.000	Co-occurrence
BCORL1	t(8;21)	166	10	5	1	1.731	0.316	1.000	Co-occurrence
KIT	chr5qdel	166	10	5	1	1.731	0.316	1.000	Co-occurrence
DNMT3A	RIT1	124	57	0	1	>3	0.319	1.000	Co-occurrence
NPM1	RIT1	124	57	0	1	>3	0.319	1.000	Co-occurrence
DNMT3A	ABL1	124	57	0	1	>3	0.319	1.000	Co-occurrence
NPM1	ABL1	124	57	0	1	>3	0.319	1.000	Co-occurrence
DNMT3A	BRINP3	124	57	0	1	>3	0.319	1.000	Co-occurrence
NPM1	BRINP3	124	57	0	1	>3	0.319	1.000	Co-occurrence
DNMT3A	FBXW7	124	57	0	1	>3	0.319	1.000	Co-occurrence
NPM1	TBL1XR1	124	57	0	1	>3	0.319	1.000	Co-occurrence
NRAS	U2AF1	158	21	2	1	1.911	0.322	1.000	Co-occurrence
NRAS	HNRNPK	158	21	2	1	1.911	0.322	1.000	Co-occurrence
DNMT3A	TET2	101	43	23	15	0.615	0.328	1.000	Co-occurrence
DNMT3A	MYC	122	55	2	3	1.734	0.329	1.000	Co-occurrence
DNMT3A	RAD21	122	55	2	3	1.734	0.329	1.000	Co-occurrence
KRAS	BCOR	166	9	6	1	1.620	0.331	1.000	Co-occurrence
ATM	KRAS	166	6	9	1	1.620	0.331	1.000	Co-occurrence
SRSF2	ZRSR2	164	13	4	1	1.657	0.333	1.000	Co-occurrence
SRSF2	JAK2	164	13	4	1	1.657	0.333	1.000	Co-occurrence
ASXL1	BRAF	157	22	2	1	1.835	0.335	1.000	Co-occurrence
WT1	t(8;21)	165	11	5	1	1.585	0.340	1.000	Co-occurrence
NPM1	ASXL1	106	53	18	5	-0.848	0.342	1.000	Mutual exclusivity
DNMT3A	WT1	114	56	10	2	-1.296	0.343	1.000	Mutual exclusivity
TET2	chr5qdel	138	38	6	0	<-3	0.346	1.000	Mutual exclusivity
TET2	ATM	137	38	7	0	<-3	0.348	1.000	Mutual exclusivity
TET2	PHF6	137	38	7	0	<-3	0.348	1.000	Mutual exclusivity
KIT	PHF6	165	10	6	1	1.459	0.359	1.000	Co-occurrence
BCORL1	PHF6	165	10	6	1	1.459	0.359	1.000	Co-occurrence
KIT	BCOR	165	10	6	1	1.459	0.359	1.000	Co-occurrence
IDH2	NF1	143	30	9	0	<-3	0.359	1.000	Mutual exclusivity
IDH2	inv(16)	143	30	9	0	<-3	0.359	1.000	Mutual exclusivity
RUNX1	SMC1A	164	12	5	1	1.451	0.363	1.000	Co-occurrence
RUNX1	chr21gain	164	12	5	1	1.451	0.363	1.000	Co-occurrence
KIT	ASXL1	148	11	23	0	<-3	0.364	1.000	Mutual exclusivity
NRAS	KIT	149	22	11	0	<-3	0.365	1.000	Mutual exclusivity
IDH1	PTPN11	165	9	7	1	1.389	0.370	1.000	Co-occurrence
NRAS	RUNX1	147	22	13	0	<-3	0.372	1.000	Mutual exclusivity
IDH2	IDH1	142	30	10	0	<-3	0.372	1.000	Mutual exclusivity
NF1	inv(16)	165	8	8	1	1.366	0.373	1.000	Co-occurrence
TET2	SETBP1	143	37	1	1	1.950	0.375	1.000	Co-occurrence
TET2	PTEN	143	37	1	1	1.950	0.375	1.000	Co-occurrence
FLT3	NOTCH2	112	69	0	1	>3	0.385	1.000	Co-occurrence
FLT3	U2AF2	112	69	0	1	>3	0.385	1.000	Co-occurrence
FLT3	GATA2	112	69	0	1	>3	0.385	1.000	Co-occurrence
FLT3	ABL1	112	69	0	1	>3	0.385	1.000	Co-occurrence
FLT3	BRINP3	112	69	0	1	>3	0.385	1.000	Co-occurrence
FLT3	IL7R	112	69	0	1	>3	0.385	1.000	Co-occurrence
SRSF2	chr21gain	163	13	5	1	1.326	0.386	1.000	Co-occurrence
TET2	NF1	138	35	6	3	0.979	0.398	1.000	Co-occurrence
NRAS	CSF1R	157	21	3	1	1.317	0.405	1.000	Co-occurrence
NRAS	NOTCH1	157	21	3	1	1.317	0.405	1.000	Co-occurrence
