A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
EZH2	TBL1XR1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	TBL1XR1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	TBL1XR1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	TBL1XR1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SF1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	SF1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SF1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	SF1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	SF1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	SF1	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
MYC	t(16;16)	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	t(16;16)	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	t(16;16)	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	t(16;16)	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	t(16;16)	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	t(16;16)	176	5	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	CDH2	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	CDH2	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	BIRC3	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	BIRC3	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	MYD88	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	MYD88	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	NOTCH2	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	NOTCH2	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	U2AF2	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	U2AF2	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	GATA2	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	GATA2	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	PRPF40B	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	PRPF40B	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	POT1	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	POT1	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	FBXW7	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	IL7R	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	IL7R	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	TBL1XR1	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	SF1	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	SF1	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	t(16;16)	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	t(16;16)	123	58	1	0	<-3	1.000	1.000	Mutual exclusivity
TP53	CBL	166	13	3	0	<-3	1.000	1.000	Mutual exclusivity
TP53	MYCN	166	13	3	0	<-3	1.000	1.000	Mutual exclusivity
TP53	BRAF	166	13	3	0	<-3	1.000	1.000	Mutual exclusivity
TP53	U2AF1	166	13	3	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	U2AF1	166	13	3	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	HNRNPK	166	13	3	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr8gain	159	4	19	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	chr8gain	159	4	19	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr8gain	159	4	19	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr22gain	166	13	3	0	<-3	1.000	1.000	Mutual exclusivity
TP53	t(11;19)	166	13	3	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	t(11;19)	166	13	3	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr5loss	166	13	3	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr13gain	166	13	3	0	<-3	1.000	1.000	Mutual exclusivity
TP53	PTPN11	161	13	8	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	PTPN11	161	13	8	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	BIRC3	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	MYD88	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	NOTCH2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	U2AF2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	GATA2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	GATA2	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	RIT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	RIT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	RIT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	ABL1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	ABL1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	ABL1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	BRINP3	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	BRINP3	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	BRINP3	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	PRPF40B	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	PRPF40B	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	PRPF40B	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	POT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	POT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	POT1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	FBXW7	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	FBXW7	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	FBXW7	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	IL7R	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	IL7R	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	IL7R	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	TBL1XR1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	TBL1XR1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	TBL1XR1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	SF1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	SF1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	SF1	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	t(16;16)	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	t(16;16)	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	t(16;16)	177	4	1	0	<-3	1.000	1.000	Mutual exclusivity
TP53	ATM	162	13	7	0	<-3	1.000	1.000	Mutual exclusivity
ATM	RUNX1	162	7	13	0	<-3	1.000	1.000	Mutual exclusivity
TP53	PHF6	162	13	7	0	<-3	1.000	1.000	Mutual exclusivity
TP53	BCOR	162	13	7	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	BCOR	162	13	7	0	<-3	1.000	1.000	Mutual exclusivity
KIT	MAP2K1	169	11	2	0	<-3	1.000	1.000	Mutual exclusivity
KIT	SETBP1	169	11	2	0	<-3	1.000	1.000	Mutual exclusivity
KIT	CDKN2A	169	11	2	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	CDKN2A	169	11	2	0	<-3	1.000	1.000	Mutual exclusivity
KIT	t(15;17)	169	11	2	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	t(15;17)	169	11	2	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr11qdel	169	11	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	BIRC3	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	MYD88	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NOTCH2	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	NOTCH2	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	NOTCH2	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	U2AF2	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	U2AF2	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	U2AF2	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	GATA2	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	GATA2	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	GATA2	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	GATA2	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	GATA2	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	RIT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	RIT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	RIT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	RIT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	RIT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	RIT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	ABL1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	ABL1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	ABL1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	ABL1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	ABL1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	ABL1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	ABL1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	BRINP3	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	BRINP3	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	BRINP3	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	BRINP3	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	BRINP3	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	BRINP3	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	BRINP3	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	BRINP3	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	PRPF40B	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	PRPF40B	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	PRPF40B	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	PRPF40B	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	PRPF40B	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	PRPF40B	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	PRPF40B	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	PRPF40B	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	PRPF40B	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	POT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	POT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	POT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	POT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	POT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	POT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	POT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	POT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	POT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	POT1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	FBXW7	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	FBXW7	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	FBXW7	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	FBXW7	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	FBXW7	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	FBXW7	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	FBXW7	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	FBXW7	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	FBXW7	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	FBXW7	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
POT1	FBXW7	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
POT1	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	IL7R	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
POT1	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	TBL1XR1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
POT1	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	SF1	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
POT1	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
SF1	t(16;16)	180	1	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	BIRC3	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	MYD88	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	NOTCH2	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	U2AF2	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	GATA2	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	RIT1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	RIT1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	ABL1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	ABL1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	ABL1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	BRINP3	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	BRINP3	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	BRINP3	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	PRPF40B	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	PRPF40B	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	POT1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	POT1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	POT1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	FBXW7	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	FBXW7	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	IL7R	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	IL7R	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	IL7R	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	TBL1XR1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	TBL1XR1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	TBL1XR1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SF1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	SF1	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	t(16;16)	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	t(16;16)	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	t(16;16)	174	7	1	0	<-3	1.000	1.000	Mutual exclusivity
ATM	MAP2K1	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SETBP1	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
ATM	PTEN	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	PTEN	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	PTEN	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	CDKN2A	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	t(15;17)	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	t(15;17)	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr11qdel	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr11qdel	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr11qdel	173	7	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SMC1A	154	22	6	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	chr5qdel	154	22	6	0	<-3	1.000	1.000	Mutual exclusivity
MYC	TP53	164	5	13	0	<-3	1.000	1.000	Mutual exclusivity
TP53	ETV6	164	13	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	RUNX1	164	5	13	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	EZH2	164	13	5	0	<-3	1.000	1.000	Mutual exclusivity
TP53	RAD21	164	13	5	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	RAD21	164	13	5	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	ZRSR2	164	13	5	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	PTPN11	167	7	8	0	<-3	1.000	1.000	Mutual exclusivity
KIT	CBL	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
KIT	MYCN	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
KIT	BRAF	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
CBL	BCORL1	168	3	11	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	BCORL1	168	3	11	0	<-3	1.000	1.000	Mutual exclusivity
KIT	U2AF1	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
KIT	HNRNPK	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	HNRNPK	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr22gain	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	chr22gain	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
KIT	t(11;19)	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	t(11;19)	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr5loss	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	chr5loss	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr13gain	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	chr13gain	168	11	3	0	<-3	1.000	1.000	Mutual exclusivity
TP53	BCORL1	158	13	11	0	<-3	1.000	1.000	Mutual exclusivity
KIT	ETV6	166	11	5	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	BCORL1	166	5	11	0	<-3	1.000	1.000	Mutual exclusivity
KIT	EZH2	166	11	5	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	EZH2	166	11	5	0	<-3	1.000	1.000	Mutual exclusivity
KIT	RAD21	166	11	5	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	RAD21	166	11	5	0	<-3	1.000	1.000	Mutual exclusivity
KIT	ZRSR2	166	11	5	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	ZRSR2	166	11	5	0	<-3	1.000	1.000	Mutual exclusivity
KIT	JAK2	166	11	5	0	<-3	1.000	1.000	Mutual exclusivity
CBL	WT1	167	3	12	0	<-3	1.000	1.000	Mutual exclusivity
WT1	BRAF	167	12	3	0	<-3	1.000	1.000	Mutual exclusivity
WT1	U2AF1	167	12	3	0	<-3	1.000	1.000	Mutual exclusivity
WT1	HNRNPK	167	12	3	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr22gain	167	12	3	0	<-3	1.000	1.000	Mutual exclusivity
WT1	t(11;19)	167	12	3	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr5loss	167	12	3	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr13gain	167	12	3	0	<-3	1.000	1.000	Mutual exclusivity
WT1	EZH2	165	12	5	0	<-3	1.000	1.000	Mutual exclusivity
WT1	RAD21	165	12	5	0	<-3	1.000	1.000	Mutual exclusivity
WT1	ZRSR2	165	12	5	0	<-3	1.000	1.000	Mutual exclusivity
WT1	JAK2	165	12	5	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	SRSF2	167	1	14	0	<-3	1.000	1.000	Mutual exclusivity
NF1	WT1	161	9	12	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	chr5qdel	170	6	6	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr5qdel	170	6	6	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr21gain	170	6	6	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	chr21gain	170	6	6	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	NF1	171	2	9	0	<-3	1.000	1.000	Mutual exclusivity
NF1	MAP2K1	171	9	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	SETBP1	171	9	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	PTEN	171	9	2	0	<-3	1.000	1.000	Mutual exclusivity
NF1	CDKN2A	171	9	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	inv(16)	171	2	9	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	inv(16)	171	2	9	0	<-3	1.000	1.000	Mutual exclusivity
PTEN	inv(16)	171	2	9	0	<-3	1.000	1.000	Mutual exclusivity
CDKN2A	inv(16)	171	2	9	0	<-3	1.000	1.000	Mutual exclusivity
NF1	t(15;17)	171	9	2	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	t(15;17)	171	9	2	0	<-3	1.000	1.000	Mutual exclusivity
